Log file open, 02/01/23 14:09:13
[2023.02.01-19.09.29:521][  0]LogDeviceProfileManager: 	[00000B14D74E4400][00000B14D77B5000 52] iPhone12Mini, 
[2023.02.01-19.09.29:521][  0]LogDeviceProfileManager: 	[00000B14D74E7000][00000B14D77B7800 52] iPhone12, 
[2023.02.01-19.09.29:521][  0]LogDeviceProfileManager: 	[00000B14D74E3200][00000B14D77BA000 52] iPhone12Pro, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E8000][00000B14D77BC800 52] iPhone12ProMax, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E6000][00000B14CF4A0000 52] iPhone13Mini, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E6C00][00000B14D8030000 52] iPhone13, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E5800][00000B14D8035000 52] iPhone13Pro, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E8800][00000B14D8037800 52] iPhone13ProMax, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E3000][00000B14D803A000 52] iPhoneSE3, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E8A00][00000B14D803C800 52] iPhone14, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E8E00][00000B14D77B2800 52] iPhone14Plus, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E9000][00000B14D8040000 52] iPhone14Pro, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E8200][00000B14D8045000 52] iPhone14ProMax, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E8400][00000B14D8047800 52] iPadPro105, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E4E00][00000B14D804A000 52] iPadPro129, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E9800][00000B14D804C800 52] iPadPro97, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E4C00][00000B14D8032800 52] iPadPro2_129, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E9A00][00000B14D8050000 52] iPad5, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E9E00][00000B14D8055000 52] iPad6, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EA000][00000B14D8057800 52] iPad7, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E9200][00000B14D805A000 52] iPad8, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E9400][00000B14D805C800 52] iPad9, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E7200][00000B14D8042800 52] iPad10, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EA800][00000B14D8060000 52] iPadPro11, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E7800][00000B14D8065000 52] iPadPro2_11, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EAA00][00000B14D8067800 52] iPadPro3_11, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EAE00][00000B14D806A000 52] iPadPro4_11, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EB000][00000B14D806C800 52] iPadPro3_129, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EA200][00000B14D8052800 52] iPadPro4_129, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EA400][00000B14D8070000 52] iPadPro5_129, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E8600][00000B14D8075000 52] iPadPro6_129, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EB800][00000B14D8077800 52] AppleTV, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E8C00][00000B14D807A000 52] AppleTV4K, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EBA00][00000B14D807C800 52] AppleTV2_4K, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EBE00][00000B14D8062800 52] TVOS, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74ED000][00000B14D8082800 52] Mac, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74ED200][00000B14D8080000 52] MacEditor, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EBC00][00000B14D8087800 52] MacClient, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EC200][00000B14D808A000 52] MacServer, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EDA00][00000B14D8072800 52] Linux, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EB600][00000B14D808C800 52] LinuxEditor, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EC000][00000B14D8090000 52] LinuxArm64Editor, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74ECE00][00000B14D8095000 52] LinuxArm64, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EB200][00000B14D8097800 52] LinuxClient, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74ECA00][00000B14D809A000 52] LinuxArm64Client, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EA600][00000B14D809C800 52] LinuxServer, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E9600][00000B14D8085000 52] LinuxArm64Server, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74E9C00][00000B14D80A0000 52] Android, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EC400][00000B14D80A5000 52] Android_Preview_OpenGL, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74ED400][00000B14D80A7800 52] Android_Preview_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EDC00][00000B14D80AA000 52] Android_Low, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EE000][00000B14D80AC800 52] Android_Mid, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EB400][00000B14D8092800 52] Android_High, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EDE00][00000B14D80B0000 52] Android_Default, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EC800][00000B14D80B5000 52] Android_Adreno4xx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EE800][00000B14D80B7800 52] Android_Adreno5xx_Low, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74ECC00][00000B14D80BA000 52] Android_Adreno5xx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EEA00][00000B14D80BC800 52] Android_Adreno6xx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EEE00][00000B14D80A2800 52] Android_Adreno6xx_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EF000][00000B14D80C0000 52] Android_Adreno7xx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EE200][00000B14D80C5000 52] Android_Adreno7xx_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EE400][00000B14D80C7800 52] Android_Mali_T6xx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EAC00][00000B14D80CA000 52] Android_Mali_T7xx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EF800][00000B14D80CC800 52] Android_Mali_T8xx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EC600][00000B14D80B2800 52] Android_Mali_G71, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EFA00][00000B14D80D0000 52] Android_Mali_G72, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D74EFE00][00000B14D80D5000 52] Android_Mali_G72_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D0370800][00000B14D80D7800 52] Android_Mali_G76, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E0000][00000B14D80DA000 52] Android_Mali_G76_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E1200][00000B14D80DC800 52] Android_Mali_G77, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E1000][00000B14D80C2800 52] Android_Mali_G77_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E1A00][00000B14D80F0000 52] Android_Mali_G78, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E0800][00000B14D80F5000 52] Android_Mali_G78_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E1400][00000B14D80F7800 52] Android_Mali_G710, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E0A00][00000B14D80FA000 52] Android_Mali_G710_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E0E00][00000B14D80FC800 52] Android_Xclipse_920, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E2000][00000B14D80D2800 52] Android_Xclipse_920_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E0200][00000B14D8100000 52] Android_Vulkan_SM5, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E0400][00000B14D8105000 52] Android_PowerVR_G6xxx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E1E00][00000B14D8107800 52] Android_PowerVR_GT7xxx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E2800][00000B14D810A000 52] Android_PowerVR_GE8xxx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E0C00][00000B14D810C800 52] Android_PowerVR_GM9xxx, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E2200][00000B14D80F2800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E2A00][00000B14D8110000 52] Android_TegraK1, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E1600][00000B14D8115000 52] Android_Unknown_Vulkan, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E2C00][00000B14D8117800 52] Oculus_Quest, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E3800][00000B14D811A000 52] Oculus_Quest2, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: 	[00000B14D80E2600][00000B14D811C800 52] HoloLens, 
[2023.02.01-19.09.29:522][  0]LogDeviceProfileManager: Active device profile: [00000B14D74E5200][00000B14D1F50000 52] WindowsEditor
[2023.02.01-19.09.29:522][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2023.02.01-19.09.29:522][  0]LogShaderCompilers: Display: Compiling shader autogen file: E:/Github Projects/GGJ23/GGJ23/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.02.01-19.09.29:652][  0]LogShaderCompilers: Display: Shader autogen file written: E:/Github Projects/GGJ23/GGJ23/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.02.01-19.09.29:652][  0]LogShaderCompilers: Display: Compiling shader autogen file: E:/Github Projects/GGJ23/GGJ23/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.02.01-19.09.29:779][  0]LogShaderCompilers: Display: Shader autogen file written: E:/Github Projects/GGJ23/GGJ23/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2023.02.01-19.09.29:785][  0]LogTurnkeySupport: Turnkey Platform: Android: (Status=Invalid, Allowed_Sdk=r25b, Current_Sdk=, Allowed_AutoSdk=r25b, Current_AutoSdk=, Flags="Platform_InvalidHostPrerequisites", Error="Android Studio is not installed correctly.|Android SDK directory is not set correctly.")
[2023.02.01-19.09.29:785][  0]LogTurnkeySupport: Turnkey Platform: IOS: (Status=Valid, MinAllowed_Sdk=1100.0.0.0, MaxAllowed_Sdk=1499.0, Current_Sdk=1497.1.14.1, Allowed_AutoSdk=13.3, Current_AutoSdk=, Flags="InstalledSdk_ValidVersionExists")
[2023.02.01-19.09.29:785][  0]LogTurnkeySupport: Turnkey Platform: Linux: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.02.01-19.09.29:785][  0]LogTurnkeySupport: Turnkey Platform: LinuxArm64: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2023.02.01-19.09.29:785][  0]LogTurnkeySupport: Turnkey Platform: Win64: (Status=Valid, MinAllowed_Sdk=10.0.00000.0, MaxAllowed_Sdk=10.9.99999.0, Current_Sdk=10.0.22000.0, Allowed_AutoSdk=10.0.18362.0, Current_AutoSdk=, Flags="InstalledSdk_ValidVersionExists")
[2023.02.01-19.09.29:808][  0]LogTurnkeySupport: Running Turnkey device detection: ' -ScriptsForProject="E:/Github Projects/GGJ23/GGJ23/GGJ23.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Github Projects/GGJ23/GGJ23/Intermediate/TurnkeyReport_1.log" -log="E:/Github Projects/GGJ23/GGJ23/Intermediate/TurnkeyLog_1.log" -project="E:/Github Projects/GGJ23/GGJ23/GGJ23.uproject"  -Device=Win64@DESKTOP-VMUEE3O'
[2023.02.01-19.09.29:808][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="E:/Github Projects/GGJ23/GGJ23/GGJ23.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="E:/Github Projects/GGJ23/GGJ23/Intermediate/TurnkeyReport_1.log" -log="E:/Github Projects/GGJ23/GGJ23/Intermediate/TurnkeyLog_1.log" -project="E:/Github Projects/GGJ23/GGJ23/GGJ23.uproject"  -Device=Win64@DESKTOP-VMUEE3O" -nocompile -nocompileuat ]
[2023.02.01-19.09.29:988][  0]LogTexture: Display: Oodle Texture Encode Speed settings: Fast: RDO Off Lambda=0, Effort=Normal Final: RDO Off Lambda=0, Effort=Normal
